question,answer,question_type,source_chunk_id,doc_id,dataset_type,chunk_idx,provider
この映画が日本の観客に響くと考えられる理由は？,人間と動物の間に生まれる“絆”と“希望”というテーマが、今の日本の人たちにとって意味深いからです。,reason,livedoor_2_『戦火の馬』ロイヤル・プレミアにウィリアム王子＆キャサリン妃_chunk_5,livedoor_2_『戦火の馬』ロイヤル・プレミアにウィリアム王子＆キャサリン妃,livedoor,5,gemini
ジェレミー・アーヴァインは何が光栄だと感じていますか？,ジェレミー・アーヴァインは、自分の姿を王室の方たちにスクリーンで観てもらえることが光栄だと感じています。,fact,livedoor_2_『戦火の馬』ロイヤル・プレミアにウィリアム王子＆キャサリン妃_chunk_5,livedoor_2_『戦火の馬』ロイヤル・プレミアにウィリアム王子＆キャサリン妃,livedoor,5,gemini
トム・ヒドルストンが映画の中で特に好きなシーンを選べない理由は何ですか？,どのシーンをとっても素晴らしいから、一つを選ぶことができないと述べています。,reason,livedoor_2_『戦火の馬』ロイヤル・プレミアにウィリアム王子＆キャサリン妃_chunk_6,livedoor_2_『戦火の馬』ロイヤル・プレミアにウィリアム王子＆キャサリン妃,livedoor,6,gemini
ケンブリッジ公爵夫妻がこの映画を応援していることについて、トム・ヒドルストンはどう感じていますか？,非常に光栄に思っているとコメントしています。,fact,livedoor_2_『戦火の馬』ロイヤル・プレミアにウィリアム王子＆キャサリン妃_chunk_6,livedoor_2_『戦火の馬』ロイヤル・プレミアにウィリアム王子＆キャサリン妃,livedoor,6,gemini
この映画はどのような大切なことを教えてくれると述べられていますか？,思いやりの大切さを教えてくれると述べられています。,fact,livedoor_2_『戦火の馬』ロイヤル・プレミアにウィリアム王子＆キャサリン妃_chunk_6,livedoor_2_『戦火の馬』ロイヤル・プレミアにウィリアム王子＆キャサリン妃,livedoor,6,gemini
映画の中でジョーイはどのような存在として描かれていますか？,残酷な戦争に巻き込まれながらも果敢に生き抜く奇跡の馬として描かれ、出会う人々に勇気と優しさを運びます。,fact,livedoor_2_『戦火の馬』ロイヤル・プレミアにウィリアム王子＆キャサリン妃_chunk_6,livedoor_2_『戦火の馬』ロイヤル・プレミアにウィリアム王子＆キャサリン妃,livedoor,6,gemini
この映画は観客にどのようなメッセージを伝えていると言えるでしょうか？,人に優しくあれ、というメッセージを伝えていると言えます。,application,livedoor_2_『戦火の馬』ロイヤル・プレミアにウィリアム王子＆キャサリン妃_chunk_6,livedoor_2_『戦火の馬』ロイヤル・プレミアにウィリアム王子＆キャサリン妃,livedoor,6,gemini
『戦火の馬』の舞台はいつ、どこですか？,第一次大戦前夜のイギリスの農村が舞台です。,fact,livedoor_2_『戦火の馬』ロイヤル・プレミアにウィリアム王子＆キャサリン妃_chunk_7,livedoor_2_『戦火の馬』ロイヤル・プレミアにウィリアム王子＆キャサリン妃,livedoor,7,gemini
ジョーイとアルバートの関係は何ですか？,ジョーイはアルバートの家の貧しい農家に引き取られた馬で、二人はかけがえのない絆で結ばれています。,fact,livedoor_2_『戦火の馬』ロイヤル・プレミアにウィリアム王子＆キャサリン妃_chunk_7,livedoor_2_『戦火の馬』ロイヤル・プレミアにウィリアム王子＆キャサリン妃,livedoor,7,gemini
なぜジョーイはアルバートから引き離されたのですか？,開戦によってジョーイは英国軍の軍馬として最前線に送られたため、アルバートから引き離されました。,reason,livedoor_2_『戦火の馬』ロイヤル・プレミアにウィリアム王子＆キャサリン妃_chunk_7,livedoor_2_『戦火の馬』ロイヤル・プレミアにウィリアム王子＆キャサリン妃,livedoor,7,gemini
『戦火の馬』の物語を通じて、何が描かれていますか？,戦時下の過酷な日々を送るジョーイの旅と、彼が出会う人々の切なくも美しいドラマが描かれています。,fact,livedoor_2_『戦火の馬』ロイヤル・プレミアにウィリアム王子＆キャサリン妃_chunk_7,livedoor_2_『戦火の馬』ロイヤル・プレミアにウィリアム王子＆キャサリン妃,livedoor,7,gemini
『戦火の馬』の物語は、現代社会にどのような教訓を与えますか？,戦争の悲惨さや、人と動物の絆の大切さを教えてくれます。,application,livedoor_2_『戦火の馬』ロイヤル・プレミアにウィリアム王子＆キャサリン妃_chunk_7,livedoor_2_『戦火の馬』ロイヤル・プレミアにウィリアム王子＆キャサリン妃,livedoor,7,gemini
香里奈が出席した映画のタイトルは何ですか？,映画『ガール』です。,fact,livedoor_3_香里奈、女子高生100人のガチンコ質問に回答「ラーメンも食べ_chunk_0,livedoor_3_香里奈、女子高生100人のガチンコ質問に回答「ラーメンも食べ,livedoor,0,gemini
試写会が行われた場所はどこですか？,都内で行われました。,fact,livedoor_3_香里奈、女子高生100人のガチンコ質問に回答「ラーメンも食べ_chunk_0,livedoor_3_香里奈、女子高生100人のガチンコ質問に回答「ラーメンも食べ,livedoor,0,gemini
試写会に参加した女子高生の人数は約何人ですか？,約100人です。,fact,livedoor_3_香里奈、女子高生100人のガチンコ質問に回答「ラーメンも食べ_chunk_0,livedoor_3_香里奈、女子高生100人のガチンコ質問に回答「ラーメンも食べ,livedoor,0,gemini
香里奈の登場時、女子高生はどのような反応をしましたか？,「キャー！」「カワイイ！」「ヤバイ！」といった悲鳴に近い歓声が上がりました。,fact,livedoor_3_香里奈、女子高生100人のガチンコ質問に回答「ラーメンも食べ_chunk_0,livedoor_3_香里奈、女子高生100人のガチンコ質問に回答「ラーメンも食べ,livedoor,0,gemini
映画『ガール』はいつ公開されますか？,5月26日に公開されます。,fact,livedoor_3_香里奈、女子高生100人のガチンコ質問に回答「ラーメンも食べ_chunk_0,livedoor_3_香里奈、女子高生100人のガチンコ質問に回答「ラーメンも食べ,livedoor,0,gemini
香里奈さんの女子高生時代のファッションは何風でしたか？,香里奈さんは女子高生時代、安室奈美恵さんの影響を受けたアムラーファッションをしていました。,fact,livedoor_3_香里奈、女子高生100人のガチンコ質問に回答「ラーメンも食べ_chunk_1,livedoor_3_香里奈、女子高生100人のガチンコ質問に回答「ラーメンも食べ,livedoor,1,gemini
香里奈さんは、自身の女子高生時代についてどのように語っていますか？,香里奈さんは、現役の女子高生を前に、「自分も（女子高生に）戻りたい」としみじみ語り、時の流れを感じている様子でした。,fact,livedoor_3_香里奈、女子高生100人のガチンコ質問に回答「ラーメンも食べ_chunk_1,livedoor_3_香里奈、女子高生100人のガチンコ質問に回答「ラーメンも食べ,livedoor,1,gemini
香里奈さんが女子高生時代にしていたメイクの習慣は何ですか？,香里奈さんは中高生時代、メイクをしたまま寝てしまうことがあったと語っています。,fact,livedoor_3_香里奈、女子高生100人のガチンコ質問に回答「ラーメンも食べ_chunk_1,livedoor_3_香里奈、女子高生100人のガチンコ質問に回答「ラーメンも食べ,livedoor,1,gemini
香里奈さんが、現在の女子高生事情で興味を持っていたことは何ですか？,香里奈さんは、現在の女子高生がルーズソックスを履いているかどうかについて興味を示していました。,fact,livedoor_3_香里奈、女子高生100人のガチンコ質問に回答「ラーメンも食べ_chunk_1,livedoor_3_香里奈、女子高生100人のガチンコ質問に回答「ラーメンも食べ,livedoor,1,gemini
香里奈さんは、綺麗でいるために何を心がけていますか？,香里奈さんは、「そういう風に思ってもらわなきゃいけない職業なので、頑張ってます」と答えています。,reason,livedoor_3_香里奈、女子高生100人のガチンコ質問に回答「ラーメンも食べ_chunk_1,livedoor_3_香里奈、女子高生100人のガチンコ質問に回答「ラーメンも食べ,livedoor,1,gemini
美の秘訣として紹介されているものは何ですか？,水やお茶を飲むこと、マッサージに行くこと、お風呂上りにストレッチをすることなどが美の秘訣として紹介されています。,fact,livedoor_3_香里奈、女子高生100人のガチンコ質問に回答「ラーメンも食べ_chunk_2,livedoor_3_香里奈、女子高生100人のガチンコ質問に回答「ラーメンも食べ,livedoor,2,gemini
なぜ夜の炭水化物を控えるのですか？,炭水化物が好きで人並みに太るため、夜の炭水化物を控えることで体重管理をしています。,reason,livedoor_3_香里奈、女子高生100人のガチンコ質問に回答「ラーメンも食べ_chunk_2,livedoor_3_香里奈、女子高生100人のガチンコ質問に回答「ラーメンも食べ,livedoor,2,gemini
炭水化物とお酒を控えることは、なぜ大人にとって難しいのですか？,大人になるとお酒を飲む機会が増えるため、炭水化物とお酒の両方を控えることは難しいですが、量を少なくすることで調整しています。,reason,livedoor_3_香里奈、女子高生100人のガチンコ質問に回答「ラーメンも食べ_chunk_2,livedoor_3_香里奈、女子高生100人のガチンコ質問に回答「ラーメンも食べ,livedoor,2,gemini
10代の経験は、どのように今に生きているのですか？,10代に経験したことがたくさんあり、それが今の自分に生きているため、恐れずに挑戦し、ダメなら次の道を選べば良いと述べています。,application,livedoor_3_香里奈、女子高生100人のガチンコ質問に回答「ラーメンも食べ_chunk_2,livedoor_3_香里奈、女子高生100人のガチンコ質問に回答「ラーメンも食べ,livedoor,2,gemini
夜にラーメンを食べることはありますか？,ラーメンを食べることもあるが、炭水化物が好きなので夜の炭水化物は控えたりして調整しているようです。,fact,livedoor_3_香里奈、女子高生100人のガチンコ質問に回答「ラーメンも食べ_chunk_2,livedoor_3_香里奈、女子高生100人のガチンコ質問に回答「ラーメンも食べ,livedoor,2,gemini
映画『ガール』はいつから全国ロードショーされますか？,2012年5月26日（土）から全国ロードショーされます。,fact,livedoor_3_香里奈、女子高生100人のガチンコ質問に回答「ラーメンも食べ_chunk_3,livedoor_3_香里奈、女子高生100人のガチンコ質問に回答「ラーメンも食べ,livedoor,3,gemini
映画『ガール』に関連する情報は何がありますか？,映画『ガール』の公式サイトと特集への関連リンクがあります。,fact,livedoor_3_香里奈、女子高生100人のガチンコ質問に回答「ラーメンも食べ_chunk_3,livedoor_3_香里奈、女子高生100人のガチンコ質問に回答「ラーメンも食べ,livedoor,3,gemini
映画の内容から、どのようなアドバイスが送られたと考えられますか？,新しいことや夢を追いかけるようにというアドバイスが送られたと考えられます。,application,livedoor_3_香里奈、女子高生100人のガチンコ質問に回答「ラーメンも食べ_chunk_3,livedoor_3_香里奈、女子高生100人のガチンコ質問に回答「ラーメンも食べ,livedoor,3,gemini
映画『ガール』に関する情報はどこで確認できますか？,映画『ガール』公式サイトで確認できます。,fact,livedoor_3_香里奈、女子高生100人のガチンコ質問に回答「ラーメンも食べ_chunk_3,livedoor_3_香里奈、女子高生100人のガチンコ質問に回答「ラーメンも食べ,livedoor,3,gemini
映画『キャプテン・アメリカ/ザ・ファースト・アベンジャー』の公開記念イベントはどこで開催されましたか？,東京・千代田区の内幸町ホールで開催されました。,fact,livedoor_4_ユージの前に立ちはだかったJOY「僕はAKBの高橋みなみを守_chunk_0,livedoor_4_ユージの前に立ちはだかったJOY「僕はAKBの高橋みなみを守,livedoor,0,gemini
和製キャプテン・アメリカとしてPR活動をしていたのは誰ですか？,上島竜兵から生まれ変わって誕生したユージです。,fact,livedoor_4_ユージの前に立ちはだかったJOY「僕はAKBの高橋みなみを守_chunk_0,livedoor_4_ユージの前に立ちはだかったJOY「僕はAKBの高橋みなみを守,livedoor,0,gemini
イベントにユージが登場する際、何に乗っていましたか？,バイクに乗って登場しました。,fact,livedoor_4_ユージの前に立ちはだかったJOY「僕はAKBの高橋みなみを守_chunk_0,livedoor_4_ユージの前に立ちはだかったJOY「僕はAKBの高橋みなみを守,livedoor,0,gemini
ユージのイベント登場時、誰を引き連れていましたか？,キャプテン・アメリカを応援する“キャプアメ・ガールズ”を引き連れていました。,fact,livedoor_4_ユージの前に立ちはだかったJOY「僕はAKBの高橋みなみを守_chunk_0,livedoor_4_ユージの前に立ちはだかったJOY「僕はAKBの高橋みなみを守,livedoor,0,gemini
JOYは何を守ると発言しましたか？,JOYはAKBの高橋みなみを守ると発言しました。,fact,livedoor_4_ユージの前に立ちはだかったJOY「僕はAKBの高橋みなみを守_chunk_0,livedoor_4_ユージの前に立ちはだかったJOY「僕はAKBの高橋みなみを守,livedoor,0,gemini
イベント当日、キャプテン・アメリカのPRの相方として壇上に現れたのは誰でしたか？,レッド・スカルでした。,fact,livedoor_4_ユージの前に立ちはだかったJOY「僕はAKBの高橋みなみを守_chunk_1,livedoor_4_ユージの前に立ちはだかったJOY「僕はAKBの高橋みなみを守,livedoor,1,gemini
レッド・スカルの正体は誰でしたか？,レッド・スカルの正体はモデルのJOYでした。,fact,livedoor_4_ユージの前に立ちはだかったJOY「僕はAKBの高橋みなみを守_chunk_1,livedoor_4_ユージの前に立ちはだかったJOY「僕はAKBの高橋みなみを守,livedoor,1,gemini
ユージとJOYが比較される理由は何ですか？,容姿や芸風が似ているからです。,reason,livedoor_4_ユージの前に立ちはだかったJOY「僕はAKBの高橋みなみを守_chunk_1,livedoor_4_ユージの前に立ちはだかったJOY「僕はAKBの高橋みなみを守,livedoor,1,gemini
JOYが『ヒルナンデス!』を休養していた際、代役を務めたのは誰ですか？,ユージが代役を務めました。,fact,livedoor_4_ユージの前に立ちはだかったJOY「僕はAKBの高橋みなみを守_chunk_1,livedoor_4_ユージの前に立ちはだかったJOY「僕はAKBの高橋みなみを守,livedoor,1,gemini
キャプテン・アメリカとレッド・スカルの関係と異なり、ユージとJOYの関係で共通していることは何ですか？,プライベートでも仲が良いことです。,comparison,livedoor_4_ユージの前に立ちはだかったJOY「僕はAKBの高橋みなみを守_chunk_1,livedoor_4_ユージの前に立ちはだかったJOY「僕はAKBの高橋みなみを守,livedoor,1,gemini
ユージがキャプテン・アメリカとしての仕事でバイクに乗った時の気持ちはどうでしたか？,とても気持ちが良かったと述べています。キャプアメ・ガールズが一緒にいたこともテンションが上がった要因だそうです。,fact,livedoor_4_ユージの前に立ちはだかったJOY「僕はAKBの高橋みなみを守_chunk_2,livedoor_4_ユージの前に立ちはだかったJOY「僕はAKBの高橋みなみを守,livedoor,2,gemini
全国をまわった宣伝活動で、ユージはどのような歓迎を受けましたか？,日本全国どこに行っても温かく迎えられ、小さい子どもが目をキラキラさせているのを見て、ヒーローとしての自覚が高まったそうです。,fact,livedoor_4_ユージの前に立ちはだかったJOY「僕はAKBの高橋みなみを守_chunk_2,livedoor_4_ユージの前に立ちはだかったJOY「僕はAKBの高橋みなみを守,livedoor,2,gemini
クリス・エヴァンスからのビデオメッセージを見たユージの感想は何ですか？,めちゃくちゃ嬉しいと述べています。本物のキャプテン・アメリカからのメッセージに感激したようです。,fact,livedoor_4_ユージの前に立ちはだかったJOY「僕はAKBの高橋みなみを守_chunk_2,livedoor_4_ユージの前に立ちはだかったJOY「僕はAKBの高橋みなみを守,livedoor,2,gemini
JOYさんの登場を知らされていなかった時、ユージは誰が来ると聞かされていましたか？,マネージャーからは「格闘家が来る」と聞かされていたそうです。,fact,livedoor_4_ユージの前に立ちはだかったJOY「僕はAKBの高橋みなみを守_chunk_2,livedoor_4_ユージの前に立ちはだかったJOY「僕はAKBの高橋みなみを守,livedoor,2,gemini
JOYさんだと気づいた理由は何ですか？,マスクをしていてもあの独特の声と骨格と動きですぐにJOYだとわかったそうです。,reason,livedoor_4_ユージの前に立ちはだかったJOY「僕はAKBの高橋みなみを守_chunk_2,livedoor_4_ユージの前に立ちはだかったJOY「僕はAKBの高橋みなみを守,livedoor,2,gemini
ユージとJOYは、お互いの性格についてどのように述べていますか？,ユージは、実際にはJOYとは性格が正反対だと述べています。JOYは、テレビでは自分がちゃらいキャラだが、実際はユージの方がちゃらいと述べています。,fact,livedoor_4_ユージの前に立ちはだかったJOY「僕はAKBの高橋みなみを守_chunk_3,livedoor_4_ユージの前に立ちはだかったJOY「僕はAKBの高橋みなみを守,livedoor,3,gemini
ユージとJOYの関係を、ユージはどのように表現していますか？,ユージは、JOYとの関係をライバルというよりは戦友だと表現しています。,comparison,livedoor_4_ユージの前に立ちはだかったJOY「僕はAKBの高橋みなみを守_chunk_3,livedoor_4_ユージの前に立ちはだかったJOY「僕はAKBの高橋みなみを守,livedoor,3,gemini
JOYが入院した際、ユージはどのような気持ちになりましたか？,JOYが入院したとき、ユージは始めは少し嬉しい気持ちもありましたが、1週間くらいすると戦う相手がいないので自分を見失いそうになったと述べています。,reason,livedoor_4_ユージの前に立ちはだかったJOY「僕はAKBの高橋みなみを守_chunk_3,livedoor_4_ユージの前に立ちはだかったJOY「僕はAKBの高橋みなみを守,livedoor,3,gemini
JOYは休養中にユージの活躍をどのように見ていましたか？,JOYは休養中にユージが頑張っているなと思いながら見ていたと述べています。,fact,livedoor_4_ユージの前に立ちはだかったJOY「僕はAKBの高橋みなみを守_chunk_3,livedoor_4_ユージの前に立ちはだかったJOY「僕はAKBの高橋みなみを守,livedoor,3,gemini
JOYはユージとの関係を何に例えようとしましたか？,JOYはユージとの関係をキャプテン・アメリカとレッド・スカルのような関係に例えようとしました。,comparison,livedoor_4_ユージの前に立ちはだかったJOY「僕はAKBの高橋みなみを守_chunk_3,livedoor_4_ユージの前に立ちはだかったJOY「僕はAKBの高橋みなみを守,livedoor,3,gemini
ユージが語るキャプテン・アメリカの人物像とは？,特殊能力を持たず生身で戦い、ただ攻めるだけでなく守る戦いをする、みんなのために何かできる真のヒーロー。,fact,livedoor_4_ユージの前に立ちはだかったJOY「僕はAKBの高橋みなみを守_chunk_4,livedoor_4_ユージの前に立ちはだかったJOY「僕はAKBの高橋みなみを守,livedoor,4,gemini
なぜユージは“和製キャプテン・アメリカ”と評されたのか？,キャプテン・アメリカの人物像について的確なコメントをしたため。,reason,livedoor_4_ユージの前に立ちはだかったJOY「僕はAKBの高橋みなみを守_chunk_4,livedoor_4_ユージの前に立ちはだかったJOY「僕はAKBの高橋みなみを守,livedoor,4,gemini
キャプテン・アメリカとレッド・スカルの戦いは、ユージとJOYの関係とどう違うか？,ユージとJOYの関係が和やかであるのに対し、キャプテン・アメリカとレッド・スカルの戦いは壮絶。,comparison,livedoor_4_ユージの前に立ちはだかったJOY「僕はAKBの高橋みなみを守_chunk_4,livedoor_4_ユージの前に立ちはだかったJOY「僕はAKBの高橋みなみを守,livedoor,4,gemini
JOYは誰を守りたいと言ったか？,JOYはAKBの高橋みなみのような女性を守りたいと言った。,fact,livedoor_4_ユージの前に立ちはだかったJOY「僕はAKBの高橋みなみを守_chunk_4,livedoor_4_ユージの前に立ちはだかったJOY「僕はAKBの高橋みなみを守,livedoor,4,gemini
キャプテン・アメリカは、どのような戦い方をするヒーローか？,キャプテン・アメリカは、ただ攻めるのではなく守る戦い方をするヒーローである。,fact,livedoor_4_ユージの前に立ちはだかったJOY「僕はAKBの高橋みなみを守_chunk_4,livedoor_4_ユージの前に立ちはだかったJOY「僕はAKBの高橋みなみを守,livedoor,4,gemini
『キャプテン・アメリカ/ザ・ファースト・アベンジャー』はいつから公開されますか？,2011年10月14日(金)から丸の内ルーブルほか全国で公開されます。,fact,livedoor_4_ユージの前に立ちはだかったJOY「僕はAKBの高橋みなみを守_chunk_5,livedoor_4_ユージの前に立ちはだかったJOY「僕はAKBの高橋みなみを守,livedoor,5,gemini
『キャプテン・アメリカ/ザ・ファースト・アベンジャー』はどのような形式で公開されますか？,全国超拡大3Dロードショーとして公開されます。,fact,livedoor_4_ユージの前に立ちはだかったJOY「僕はAKBの高橋みなみを守_chunk_5,livedoor_4_ユージの前に立ちはだかったJOY「僕はAKBの高橋みなみを守,livedoor,5,gemini
記事では、誰が極秘実験でイケメンマッチョに変身したと報じられていますか？,上島竜兵が出川に負けないために極秘実験でイケメンマッチョに変身したと報じられています。,fact,livedoor_4_ユージの前に立ちはだかったJOY「僕はAKBの高橋みなみを守_chunk_5,livedoor_4_ユージの前に立ちはだかったJOY「僕はAKBの高橋みなみを守,livedoor,5,gemini
記事で比較されているヒーローは何ですか？,歴代のアメコミヒーロー、特にキャプテン・アメリカの実力が比較されています。,comparison,livedoor_4_ユージの前に立ちはだかったJOY「僕はAKBの高橋みなみを守_chunk_5,livedoor_4_ユージの前に立ちはだかったJOY「僕はAKBの高橋みなみを守,livedoor,5,gemini
スーパーヒーローが派手なコスチュームを着用する理由は何ですか？,記事では、スーパーヒーローが派手なコスチュームを着用する理由が述べられています。,reason,livedoor_4_ユージの前に立ちはだかったJOY「僕はAKBの高橋みなみを守_chunk_5,livedoor_4_ユージの前に立ちはだかったJOY「僕はAKBの高橋みなみを守,livedoor,5,gemini
